ID,Account Type,Opening Balance,Closing Balance
G07861511,High Growth,37996.21,25395.68
G02191885,Low Risk,28642.53,24360.45
B06870722,Low Risk,63084.0,53788.17
E05134769,Balanced,37646.3,29117.48
U06932331,Balanced,19917.07,15194.93
K00070008,Low Risk,20211.43,17156.69
G01598289,High Growth,39198.19,26212.42
L00177091,Balanced,26076.19,20031.61
K04459220,High Growth,50049.07,33585.55
R07925384,Balanced,33007.68,25474.83
B03877637,Low Risk,16981.03,14396.55
C04481256,Balanced,32952.66,25431.62
O01492579,Balanced,58893.72,45802.82
U05035677,Low Risk,37388.41,31833.16
R02456802,Balanced,50653.46,39331.85
J06203611,Low Risk,37813.75,32196.58
H06691845,Balanced,39484.7,30561.15
I06228550,Balanced,25921.37,19910.04
H06063877,High Growth,27942.88,18564.48
S03979529,Low Risk,27753.73,23601.03
E03706015,Balanced,20111.67,15347.75
P03469491,High Growth,42233.61,28274.97
T04083186,High Growth,34450.51,22986.39
M09010251,High Growth,47034.1,31536.89
J01157480,High Growth,39380.08,26336.01
K00038796,Balanced,43586.55,33782.29
Z02671053,High Growth,40142.43,26854.02
V06390931,Low Risk,43611.13,37150.02
C00387809,High Growth,68413.75,46064.27
H09467128,Balanced,50542.73,39244.89
B00023972,Low Risk,20409.12,17325.6
T05911709,Low Risk,37688.18,32089.29
O00962229,High Growth,21509.82,14193.24
W01658830,Balanced,32729.52,25256.39
H04848468,Low Risk,22206.71,18861.51
I02787525,Low Risk,24723.89,21012.25
S04892601,High Growth,16697.06,10922.99
C02933872,Balanced,31342.92,24167.51
U03072054,Low Risk,34112.39,29034.04
G04217069,Low Risk,66326.68,56558.8
N08726715,Balanced,19973.52,15239.26
E09840691,High Growth,53461.6,35904.35
N01040111,Balanced,28796.01,22167.46
L00140975,Balanced,56502.92,43925.36
K07790423,Low Risk,30071.22,25581.16
E03625269,Low Risk,18704.71,15869.3
A03293918,Balanced,18245.26,13882.08
S09611015,Balanced,53948.82,41919.65
R02092667,Low Risk,36212.66,30828.57
P01577389,Balanced,48177.32,37387.36
A03704059,High Growth,39616.48,26496.64
A07417840,Low Risk,18987.68,16111.08
Y07676032,High Growth,23323.97,15425.95
F06958328,Balanced,24143.49,18513.89
B00276623,High Growth,44452.71,29782.84
C01267769,Low Risk,62691.61,53452.9
Z09739555,High Growth,8614.74,5431.08
M01747307,High Growth,34672.99,23137.56
G06831133,Balanced,17586.17,13364.51
Z00436647,Balanced,44389.91,34413.16
R01714418,Low Risk,43183.95,36785.03
J04234234,Balanced,46964.34,36434.82
U03890523,Balanced,23805.15,18248.19
L06249586,Balanced,79204.45,61752.59
W06795120,Balanced,39417.18,30508.13
U02051798,Low Risk,15900.72,13473.5
P01342691,Low Risk,47085.16,40118.33
Z07951627,Low Risk,15349.55,13002.57
I08912699,Low Risk,39178.02,33362.25
U07934991,High Growth,29770.88,19806.6
J09764517,Balanced,60131.65,46774.95
W03013058,High Growth,25531.39,16925.88
A01033627,High Growth,30546.69,20333.76
J01708030,High Growth,17739.39,11631.25
T04636377,High Growth,62645.01,42144.44
Z06188554,Balanced,33373.8,25762.34
Y03935820,Low Risk,8818.68,7422.41
A05693431,High Growth,33880.2,22598.86
S01200555,Low Risk,19948.41,16931.96
S05126922,High Growth,43964.4,29451.04
N03121875,Low Risk,26284.02,22345.27
C04574138,High Growth,44165.72,29587.83
W04174248,High Growth,23593.03,15608.77
O05991198,Balanced,18141.11,13800.29
M08365663,Balanced,55122.56,42841.38
S00373779,High Growth,28085.24,18661.21
D07183056,Balanced,12316.14,9226.01
T06601670,High Growth,14439.61,9389.06
K08043254,Low Risk,19153.55,16252.81
Z03253060,Low Risk,38730.47,32979.85
G03547696,Balanced,63626.35,49519.3
Y03622299,Low Risk,24161.51,20531.74
K08169774,Balanced,29647.23,22835.91
P06085377,Balanced,14068.42,10602.06
U04636938,Low Risk,14162.49,11988.31
W05220085,Low Risk,38771.59,33014.99
K06538747,Low Risk,65127.9,55534.53
R06128398,Low Risk,63151.53,53845.87
L03288269,Low Risk,44376.8,37804.23
U03387493,High Growth,15415.71,10052.32
D03271480,Low Risk,44086.38,37556.09
K04208755,Balanced,55531.0,43162.12
B04714214,High Growth,25102.07,16634.16
N02407562,Low Risk,39437.39,33583.87
H04403669,High Growth,18947.62,12452.24
Y05608658,Balanced,9642.99,7126.82
B03986833,Low Risk,56745.57,48372.44
K08132152,Low Risk,42832.52,36484.76
W04106760,Balanced,32161.34,24810.21
Y03844631,Low Risk,8647.33,7276.01
F01118194,Balanced,42256.28,32737.64
Q09302147,High Growth,10081.66,6427.85
S06193427,High Growth,15412.63,10050.22
M00180884,Low Risk,23164.4,19679.78
O03459968,High Growth,58585.07,39385.72
V09887871,High Growth,30626.64,20388.08
J03686607,Low Risk,26296.72,22356.12
D07749742,Low Risk,27442.85,23335.41
R00786572,Balanced,34483.75,26633.97
P01261858,Low Risk,22679.99,19265.89
F04321901,Balanced,25566.61,19631.45
V08780844,Balanced,44569.21,34553.96
I07685179,Low Risk,39621.27,33740.98
Y02312788,Balanced,45868.01,35573.89
X07370906,High Growth,66245.74,44591.12
V04825489,Balanced,29274.3,22543.05
R08857442,Low Risk,58758.12,50092.02
W08450554,Balanced,14207.98,10711.65
U08414958,Balanced,26243.61,20163.09
U01211422,Low Risk,22984.95,19526.46
E03946914,Balanced,25596.77,19655.13
O04561334,Low Risk,28148.19,23938.07
Y02361979,Balanced,25125.49,19285.04
O03599271,Low Risk,37896.05,32266.9
D04043842,High Growth,49945.6,33515.24
H05949063,Balanced,12741.4,9559.97
Q00790054,High Growth,38762.91,25916.65
M06161307,Balanced,36443.63,28173.04
M01665798,Low Risk,24323.7,20670.32
G03261374,Balanced,21114.03,16134.89
Q00257009,High Growth,31828.64,21204.84
V04828148,Low Risk,18471.26,15669.84
F04557398,Balanced,23146.91,17731.29
S06087053,Balanced,18885.04,14384.49
K04960870,High Growth,51193.25,34363.01
C00428637,Low Risk,15483.89,13117.35
X07821452,High Growth,10142.59,6469.25
C06914401,High Growth,28464.28,18918.77
B05115210,Balanced,32650.82,25194.59
B09729762,High Growth,35028.56,23379.17
F05369696,Balanced,30914.21,23830.85
K01278910,Low Risk,39859.21,33944.28
L01216674,Balanced,45679.51,35425.86
T05287938,High Growth,30762.14,20480.15
Y05605639,Balanced,15004.28,11336.98
V03101647,High Growth,29606.15,19694.66
A06308593,High Growth,49028.93,32892.37
N08525730,Balanced,15950.24,12079.83
P08540398,Low Risk,18511.71,15704.4
Y01757758,Balanced,31001.34,23899.27
U02243701,Balanced,47013.64,36473.54
N00740310,Balanced,20290.01,15487.8
Q03187699,Low Risk,19805.87,16810.17
I06615596,Balanced,25782.78,19801.2
Y01665268,Balanced,59029.85,45909.72
D08664694,High Growth,29066.48,19327.96
A08740690,Balanced,19771.61,15080.7
A02625871,Balanced,52041.33,40421.72
B03153981,Low Risk,46765.99,39845.62
Y00064334,High Growth,19703.87,12966.1
M08417487,Balanced,43939.86,34059.74
V00213356,High Growth,14835.83,9658.29
J06955908,Low Risk,19525.85,16570.91
Z05090504,High Growth,37187.98,24846.49
T00069133,Low Risk,13797.93,11676.82
E03750532,High Growth,36605.99,24451.03
X04712369,High Growth,24194.34,16017.36
X05519977,Low Risk,56596.7,48245.24
S01480445,Balanced,37925.17,29336.47
E09332638,Balanced,30381.35,23412.4
U08730608,High Growth,30813.22,20514.86
J09398048,Balanced,25073.53,19244.24
D04478388,Balanced,40995.11,31747.26
C02461316,Balanced,18825.99,14338.12
K08629174,Low Risk,30479.6,25930.09
O02970508,High Growth,29106.56,19355.19
U02501255,Balanced,55614.15,43227.41
Z03175612,Low Risk,31262.16,26598.73
Q09112017,Low Risk,68893.15,58751.66
A03616337,High Growth,18697.42,12282.23
R05783148,High Growth,41343.12,27669.89
P09705991,Low Risk,35704.55,30394.43
E07737271,High Growth,20081.84,13222.93
G03753931,Balanced,48397.74,37560.46
B06101098,High Growth,27552.62,18299.3
D05569291,Low Risk,20134.85,17091.26
P09209531,Low Risk,29107.36,24757.61
Y02042192,Balanced,49943.38,38774.23
L06491090,Balanced,18273.84,13904.52
I02999958,Balanced,20533.15,15678.73
V02372718,Low Risk,39142.37,33331.79
I05788560,Low Risk,52478.36,44726.42
X05416704,High Growth,35691.85,23829.87
D06909571,Balanced,13351.34,10038.94
S08741433,Balanced,81325.08,63417.9
N07700378,High Growth,39936.58,26714.15
K07123350,High Growth,56216.53,37776.31
I02214772,Low Risk,57648.02,49143.52
C03446789,Low Risk,20922.22,17764.01
M08151462,Low Risk,38282.93,32597.46
Z02104777,High Growth,14765.59,9610.56
H04721554,High Growth,50741.77,34056.23
S00225602,High Growth,54456.89,36580.64
M07258405,Low Risk,19386.92,16452.2
V03380248,Low Risk,37340.14,31791.92
P08982013,Low Risk,50560.19,43087.49
S02869422,High Growth,32716.33,21808.02
C01412111,Balanced,61013.8,47467.69
M01997957,High Growth,12268.36,7913.7
M00461140,High Growth,37999.54,25397.94
B02439519,High Growth,14444.36,9392.29
A08679749,Balanced,54833.54,42614.41
M06075019,Balanced,29932.17,23059.67
U03923549,Low Risk,26674.01,22678.49
F06982851,Low Risk,31021.44,26393.05
X08167073,High Growth,16764.6,10968.88
R02365669,Balanced,32438.61,25027.95
G05105407,Balanced,29045.2,22363.14
O00353619,Low Risk,38563.54,32837.22
Q06506861,Balanced,28256.78,21744.01
G08298710,Low Risk,24903.47,21165.69
G09863189,High Growth,18344.32,12042.3
Q01460297,Low Risk,28732.88,24437.64
L00074283,High Growth,32586.79,21720.0
O03277585,Balanced,32084.36,24749.76
D02841167,Balanced,34476.31,26628.13
W02190023,High Growth,23611.06,15621.02
M04639056,Low Risk,69146.07,58967.76
K03001409,Low Risk,20380.03,17300.74
M04381231,High Growth,39145.82,26176.83
U06968363,Balanced,7464.63,5416.18
A07317013,High Growth,45760.74,30671.64
E07920915,Low Risk,38798.1,33037.64
N03609315,High Growth,31526.16,20999.3
B09159000,Balanced,55279.3,42964.46
Z00947160,High Growth,40081.69,26812.75
Y00633190,High Growth,17422.03,11415.6
G02533708,Low Risk,45326.0,38615.25
D04919646,High Growth,20012.84,13176.05
S04569352,Balanced,28419.42,21871.72
M02181631,High Growth,15318.16,9986.03
F03454210,Balanced,37059.06,28656.33
T08949921,High Growth,22428.32,14817.36
O08281147,High Growth,20004.79,13170.58
D08987150,Balanced,38171.8,29530.15
F05404921,High Growth,55843.48,37522.82
S04409489,Low Risk,20041.84,17011.78
P01058131,High Growth,11351.28,7290.55
K07597089,Low Risk,16077.44,13624.49
N08167074,High Growth,23257.04,15380.47
P01705531,Balanced,39766.76,30782.65
E01533498,High Growth,26003.62,17246.76
C08305662,Balanced,60675.14,47201.75
E08787942,Balanced,37378.27,28907.0
V03719735,Balanced,28157.14,21665.76
Y04272627,High Growth,50917.06,34175.34
H09626839,High Growth,49632.51,33302.5
D02157906,High Growth,48460.36,32506.02
F00287971,High Growth,36432.1,24332.87
W04929917,Low Risk,27419.95,23315.84
S05639451,High Growth,44511.55,29822.82
L00315185,Low Risk,18011.57,15277.07
R02675648,Low Risk,54076.24,46091.69
O09794686,High Growth,45066.56,30199.95
Y05082274,Low Risk,78241.51,66739.15
D04094622,Low Risk,59108.0,50390.97
W08043787,Balanced,18912.73,14406.24
M07803394,Low Risk,46953.13,40005.52
F00199871,Low Risk,21982.17,18669.66
S04633236,Low Risk,33468.48,28483.87
I06008120,High Growth,67702.13,45580.73
C03676091,Balanced,39270.85,30393.22
E07740126,Low Risk,54781.93,46694.65
Y07974098,Low Risk,29379.86,24990.44
I08823341,Balanced,23582.37,18073.25
O01297407,Low Risk,36487.85,31063.7
N06952520,High Growth,37591.53,25120.7
L08471170,High Growth,42277.26,28304.63
O07973935,High Growth,63012.26,42393.98
H08795579,Balanced,15849.56,12000.77
Y08542570,High Growth,23599.87,15613.42
Y05836056,Low Risk,29584.43,25165.23
B03678012,Low Risk,20556.98,17451.93
X09599799,High Growth,50925.27,34180.92
T06961209,Balanced,20501.34,15653.75
M03423199,High Growth,22748.8,15035.12
V07689328,Balanced,17854.28,13575.05
U01113502,High Growth,54407.56,36547.12
J07676170,Low Risk,21355.5,18134.21
U07425422,High Growth,48884.81,32794.44
C07548880,High Growth,72402.29,48774.47
U09609636,High Growth,42919.8,28741.24
L00600050,High Growth,36754.24,24551.76
A01123879,High Growth,29810.47,19833.5
N08553646,Balanced,67769.19,52772.62
J01569237,Balanced,43480.74,33699.2
K00373405,High Growth,55001.95,36951.01
J08371054,Balanced,27870.15,21440.39
E00938844,Balanced,55418.1,43073.46
U05787640,Balanced,26408.66,20292.7
H03875216,Balanced,7421.58,5382.38
W04646377,Low Risk,16239.39,13762.87
Y03064982,High Growth,12330.4,7955.86
V05860849,Balanced,21578.39,16499.55
X08053232,Balanced,13542.86,10189.34
M03502133,High Growth,52744.14,35416.84
J04889356,Balanced,46293.98,35908.4
W03604451,High Growth,38319.08,25615.06
C09219416,High Growth,24873.22,16478.66
F05869357,Low Risk,19595.51,16630.43
O02303234,High Growth,17344.22,11362.73
P08757691,High Growth,42475.87,28439.59
I05867270,High Growth,16066.31,10494.4
J01125024,Low Risk,15360.03,13011.52
Z05164688,Low Risk,18344.35,15561.4
M02610496,Low Risk,16370.07,13874.53
C00818743,High Growth,25129.78,16652.99
I07565435,Balanced,41098.23,31828.24
A06341513,High Growth,26148.39,17345.13
M01459623,Balanced,38265.57,29603.79
V02141714,Low Risk,50207.89,42786.47
Z06974342,Balanced,46177.47,35816.91
K05482692,Balanced,38257.75,29597.65
R08466798,Low Risk,104333.19,89032.59
O03238747,High Growth,58986.74,39658.66
I04066399,Balanced,33486.86,25851.12
S02569772,Low Risk,59820.22,50999.51
I07326178,Low Risk,52420.33,44676.84
V09233996,High Growth,60764.45,40866.6
A04588009,Low Risk,28428.36,24177.45
N07126765,High Growth,28387.98,18866.92
Y07507321,Low Risk,22605.13,19201.93
F01864637,Low Risk,47577.62,40539.1
V01379966,Low Risk,28978.43,24647.45
U03418956,Balanced,41989.19,32527.9
O06546863,Balanced,27736.74,21335.62
M04993859,Balanced,11872.07,8877.29
L04542503,Balanced,40675.88,31496.57
Z06990906,High Growth,29211.8,19426.7
K07006741,High Growth,20474.71,13489.89
J08379515,High Growth,11881.78,7651.02
T02603240,Low Risk,25851.72,21975.9
M01444184,Balanced,27184.39,20901.87
K09758939,Balanced,41724.23,32319.83
Y00080080,High Growth,16070.44,10497.2
S07894976,High Growth,22144.17,14624.28
F07119410,High Growth,49247.11,33040.62
H03428630,Balanced,36316.51,28073.21
R05235029,Balanced,34304.06,26492.86
F06107954,Low Risk,39811.74,33903.72
F03906453,Low Risk,45095.47,38418.28
O06185466,Low Risk,38542.18,32818.97
F05961021,Low Risk,24502.27,20822.9
B08451586,Low Risk,49896.87,42520.73
T05739935,Balanced,16038.4,12149.06
G00341886,High Growth,27908.61,18541.19
E08411606,Low Risk,36571.61,31135.27
M07918699,High Growth,60798.87,40889.99
K06348871,Low Risk,38655.9,32916.14
Q04144003,Low Risk,42917.62,36557.47
Y06974136,Low Risk,58456.02,49833.9
Z08419793,High Growth,40901.56,27369.85
K02765980,Balanced,22881.16,17522.6
Y09482493,High Growth,33726.59,22494.49
J06571238,High Growth,47520.71,31867.54
I05313866,High Growth,63888.96,42989.7
I04505507,Balanced,79825.09,62239.97
Z05846539,High Growth,29358.94,19526.69
M06794417,Balanced,28838.49,22200.82
D02845039,High Growth,62935.88,42342.08
W06513666,Balanced,37972.72,29373.81
A03476431,Low Risk,28123.07,23916.61
R01042904,High Growth,44952.85,30122.69
L00492290,Balanced,57037.05,44344.8
Q03940288,High Growth,18912.39,12428.3
Q08597502,Low Risk,27000.07,22957.08
J07282445,Balanced,47552.21,36896.47
O09406859,Low Risk,38167.21,32498.59
P05879244,Low Risk,22763.54,19337.28
V02717844,Low Risk,33246.26,28294.0
J07911792,High Growth,12227.4,7885.87
Q00718656,High Growth,22185.06,14652.06
Q08437310,Low Risk,18844.42,15988.68
U04804738,High Growth,30191.73,20092.56
K08915465,Low Risk,31251.73,26589.82
Y00420344,Balanced,12107.33,9062.04
S06562550,Low Risk,27158.72,23092.64
A02774688,High Growth,22173.72,14644.36
G04735000,High Growth,21294.31,14046.8
U02583530,Balanced,13912.82,10479.87
W03007405,Balanced,25738.15,19766.16
E04848682,Balanced,18733.04,14265.13
Y01103728,High Growth,40282.86,26949.45
Q06821214,Balanced,39119.09,30274.05
S07960556,High Growth,25382.4,16824.64
X01382922,High Growth,34341.83,22912.54
I02201574,Balanced,39737.85,30759.95
M01109656,Balanced,20943.45,16000.94
O05170494,Low Risk,49512.83,42192.59
U09592462,High Growth,33676.04,22460.14
P02338486,Balanced,50399.2,39132.18
A00375251,Low Risk,41128.78,35029.03
T07573107,High Growth,74209.72,50002.61
I07705153,Balanced,49596.33,38501.69
K00251470,Low Risk,20767.14,17631.5
K06400053,Balanced,14722.46,11115.67
L00399603,Low Risk,21687.81,18418.15
H00010718,Low Risk,44742.89,38117.03
I09573992,Low Risk,57843.28,49310.35
A00871300,High Growth,60416.96,40630.49
X08384542,Balanced,30476.16,23486.86
D09691533,High Growth,46095.2,30898.91
N09206882,Balanced,30384.8,23415.11
H09192733,High Growth,20477.69,13491.91
E05193269,Low Risk,30528.07,25971.5
Z08158302,High Growth,71411.52,48101.25
A04955378,Balanced,14609.48,11026.95
M03817887,Balanced,33842.73,26130.58
T03893681,High Growth,15318.29,9986.12
F05981599,Balanced,19391.07,14781.87
Q08901569,High Growth,50328.75,33775.59
Z09269951,Balanced,15638.31,11834.87
B02387044,Low Risk,23389.94,19872.49
D01547425,Balanced,16828.42,12769.45
I00717821,Low Risk,35973.23,30623.99
L02927760,High Growth,26755.33,17757.54
S07134252,High Growth,26373.05,17497.79
B01744148,High Growth,20118.51,13247.85
T07430068,High Growth,36435.82,24335.4
O09424015,Low Risk,37580.59,31997.37
W08089564,High Growth,30638.93,20396.43
R04012361,Low Risk,17362.31,14722.32
P04863084,High Growth,78601.65,52986.91
P06573519,Low Risk,16361.36,13867.08
V03026252,High Growth,28923.22,19230.62
E09257297,Balanced,31230.1,24078.92
P08474189,High Growth,63156.9,42492.26
G01600353,High Growth,16112.54,10525.81
F05386130,High Growth,15461.79,10083.63
D03551457,Balanced,29177.46,22467.0
E03709953,Balanced,26994.81,20753.0
O07841744,Balanced,26943.25,20712.51
U00840308,Balanced,19950.62,15221.28
Z06886337,High Growth,53696.25,36063.79
H09583800,Balanced,20622.71,15749.06
G00282428,Balanced,13709.23,10319.99
V03731241,High Growth,14476.05,9413.82
Z02422065,Balanced,29575.54,22779.61
P07611962,High Growth,25570.2,16952.25
T08873274,High Growth,59330.75,39892.41
J09307951,High Growth,25922.58,17191.69
Q04742341,High Growth,9947.0,6336.35
L03970018,Low Risk,50556.84,43084.62
I05647327,Balanced,23066.0,17667.75
A01841529,High Growth,66738.28,44925.8
I02344882,Low Risk,25695.35,21842.3
E00654858,High Growth,104988.32,70916.55
C05892957,Balanced,19064.86,14525.7
C03532831,Balanced,27861.29,21433.43
Z02809020,High Growth,38737.35,25899.28
P00891756,High Growth,53533.29,35953.06
C04531242,Balanced,32627.64,25176.39
R04305071,High Growth,13596.92,8816.46
E09585834,Balanced,43243.78,33513.11
U01712399,High Growth,16836.39,11017.66
P08378908,Balanced,60898.21,47376.92
K08143830,Low Risk,60158.18,51288.27
G07888228,Balanced,23135.63,17722.43
P09435879,High Growth,25108.97,16638.85
C03018900,Low Risk,34924.36,29727.81
O02046906,High Growth,24602.03,16294.38
U00014249,Balanced,13368.68,10052.56
E00849830,Balanced,42202.64,32695.52
A01458927,High Growth,67484.83,45433.08
Y01519733,High Growth,33874.86,22595.24
Y00729733,High Growth,19369.84,12739.13
A06263803,Low Risk,21934.32,18628.77
P00626378,Balanced,26225.75,20149.06
E06441436,Low Risk,25616.47,21774.9
X05446950,Low Risk,36773.9,31308.11
S07091049,Balanced,27834.84,21412.66
J00018195,Low Risk,18366.75,15580.54
F06300346,Low Risk,40862.06,34801.14
C03431272,Low Risk,18402.74,15611.29
S00278667,High Growth,29714.31,19768.16
N02906117,Balanced,8698.65,6385.24
F04882489,High Growth,16182.47,10573.33
P05606547,Low Risk,37435.01,31872.98
F03358852,Low Risk,25452.96,21635.19
U01849577,Balanced,29385.79,22630.6
N02778691,Balanced,19908.86,15188.49
P06300373,Low Risk,10963.83,9255.29
G01171478,Balanced,22461.83,17193.3
L06348432,Balanced,48333.55,37510.05
G05809620,Low Risk,28486.68,24227.28
S00107923,High Growth,15235.43,9929.82
O08279749,Balanced,33236.92,25654.85
Y00551726,Low Risk,28813.84,24506.82
N02231742,High Growth,8843.98,5586.85
B03803836,Balanced,20040.96,15292.22
D00365255,Low Risk,27956.14,23773.98
